text,label,lang,channel,family,template,source,split
Then. You are eldest know.,0,en,sms,uci,,uci_sms,train
Who's there say hi to our drugdealer,0,en,sms,uci,,uci_sms,train
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,0,en,sms,uci,,uci_sms,train
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,en,sms,uci,,uci_sms,train
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,en,sms,uci,,uci_sms,test
Good night my dear.. Sleepwell&amp;Take care,0,en,sms,uci,,uci_sms,train
That is wondarfull song,0,en,sms,uci,,uci_sms,train
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",1,en,sms,uci,,uci_sms,train
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,0,en,sms,uci,,uci_sms,train
Must come later.. I normally bathe him in da afternoon mah..,0,en,sms,uci,,uci_sms,train
"Trust me. Even if isn't there, its there.",0,en,sms,uci,,uci_sms,train
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0,en,sms,uci,,uci_sms,test
85233 FREE>Ringtone!Reply REAL,1,en,sms,uci,,uci_sms,train
I can take you at like noon,0,en,sms,uci,,uci_sms,test
Where is it. Is there any opening for mca.,0,en,sms,uci,,uci_sms,train
I'm aight. Wat's happening on your side.,0,en,sms,uci,,uci_sms,train
I'm done oredi...,0,en,sms,uci,,uci_sms,test
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",0,en,sms,uci,,uci_sms,train
How are you. Wish you a great semester,0,en,sms,uci,,uci_sms,train
Moji i love you more than words. Have a rich day,0,en,sms,uci,,uci_sms,train
Dude how do you like the buff wind.,0,en,sms,uci,,uci_sms,train
"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",0,en,sms,uci,,uci_sms,train
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,en,sms,uci,,uci_sms,train
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",0,en,sms,uci,,uci_sms,train
S:-)kallis wont play in first two odi:-),0,en,sms,uci,,uci_sms,train
Then get some cash together and I'll text jason,0,en,sms,uci,,uci_sms,train
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",0,en,sms,uci,,uci_sms,train
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,en,sms,uci,,uci_sms,train
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,en,sms,uci,,uci_sms,test
"Probably, want to pick up more?",0,en,sms,uci,,uci_sms,train
I'm done...,0,en,sms,uci,,uci_sms,test
Are you the cutest girl in the world or what,0,en,sms,uci,,uci_sms,test
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",0,en,sms,uci,,uci_sms,test
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1,en,sms,uci,,uci_sms,test
Oh Howda gud gud.. Mathe en samachara chikku:-),0,en,sms,uci,,uci_sms,train
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,0,en,sms,uci,,uci_sms,test
Audrie lousy autocorrect,0,en,sms,uci,,uci_sms,train
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0,en,sms,uci,,uci_sms,train
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0,en,sms,uci,,uci_sms,train
I fetch yun or u fetch?,0,en,sms,uci,,uci_sms,train
Thank you. I like you as well...,0,en,sms,uci,,uci_sms,test
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,en,sms,uci,,uci_sms,train
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1,en,sms,uci,,uci_sms,train
Lara said she can loan me  &lt;#&gt; .,0,en,sms,uci,,uci_sms,test
Do we have any spare power supplies,0,en,sms,uci,,uci_sms,train
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,0,en,sms,uci,,uci_sms,test
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,en,sms,uci,,uci_sms,train
"Yeah, don't go to bed, I'll be back before midnight",0,en,sms,uci,,uci_sms,train
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,en,sms,uci,,uci_sms,train
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0,en,sms,uci,,uci_sms,train
"It's that time of the week again, ryan",0,en,sms,uci,,uci_sms,train
Wish u many many returns of the day.. Happy birthday vikky..,0,en,sms,uci,,uci_sms,train
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,en,sms,uci,,uci_sms,train
I hope you know I'm still mad at you.,0,en,sms,uci,,uci_sms,train
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0,en,sms,uci,,uci_sms,train
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),0,en,sms,uci,,uci_sms,train
Do you know when the result.,0,en,sms,uci,,uci_sms,train
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,en,sms,uci,,uci_sms,train
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0,en,sms,uci,,uci_sms,train
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0,en,sms,uci,,uci_sms,test
You do got a shitload of diamonds though,0,en,sms,uci,,uci_sms,train
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,en,sms,uci,,uci_sms,train
Well I'm going to be an aunty!,0,en,sms,uci,,uci_sms,train
Mine here like all fr china then so noisy.,0,en,sms,uci,,uci_sms,train
Later i guess. I needa do mcat study too.,0,en,sms,uci,,uci_sms,test
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,en,sms,uci,,uci_sms,train
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,1,en,sms,uci,,uci_sms,test
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",0,en,sms,uci,,uci_sms,train
If he started searching he will get job in few days.he have great potential and talent.,0,en,sms,uci,,uci_sms,train
"Carlos took a while (again), we leave in a minute",0,en,sms,uci,,uci_sms,train
Well done and ! luv ya all ,0,en,sms,uci,,uci_sms,train
Then why you came to hostel.,0,en,sms,uci,,uci_sms,train
K still are you loving me.,0,en,sms,uci,,uci_sms,test
But i juz remembered i gotta bathe my dog today..,0,en,sms,uci,,uci_sms,train
After the drug she will be able to eat.,0,en,sms,uci,,uci_sms,train
Alright took the morphine. Back in yo.,0,en,sms,uci,,uci_sms,train
You see the requirements please,0,en,sms,uci,,uci_sms,train
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0,en,sms,uci,,uci_sms,train
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,en,sms,uci,,uci_sms,train
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,en,sms,uci,,uci_sms,train
So can collect ur laptop?,0,en,sms,uci,,uci_sms,train
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,en,sms,uci,,uci_sms,train
I will once i get home,0,en,sms,uci,,uci_sms,train
Waaaat?? Lololo ok next time then!,0,en,sms,uci,,uci_sms,test
"The table's occupied, I'm waiting by the tree",0,en,sms,uci,,uci_sms,test
I surely dont forgot to come:)i will always be in touch in with you:-),0,en,sms,uci,,uci_sms,test
Hi kindly give us back our documents which we submitted for loan from STAPATI,0,en,sms,uci,,uci_sms,train
I dont have i shall buy one dear,0,en,sms,uci,,uci_sms,train
Oh god i am happy to see your message after 3 days,0,en,sms,uci,,uci_sms,train
What year. And how many miles.,0,en,sms,uci,,uci_sms,train
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0,en,sms,uci,,uci_sms,train
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,en,sms,uci,,uci_sms,test
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,en,sms,uci,,uci_sms,train
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,en,sms,uci,,uci_sms,train
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,en,sms,uci,,uci_sms,train
Is she replying. Has boye changed his phone number,0,en,sms,uci,,uci_sms,test
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,en,sms,uci,,uci_sms,train
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,en,sms,uci,,uci_sms,train
"Nothing really, just making sure everybody's up to speed",0,en,sms,uci,,uci_sms,train
I'm not coming home 4 dinner.,0,en,sms,uci,,uci_sms,train
"Thank you. And by the way, I just lost.",0,en,sms,uci,,uci_sms,test
Yes.he have good crickiting mind,0,en,sms,uci,,uci_sms,train
Thx. All will be well in a few months,0,en,sms,uci,,uci_sms,test
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,en,sms,uci,,uci_sms,test
"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",0,en,sms,uci,,uci_sms,train
I wont. So wat's wit the guys,0,en,sms,uci,,uci_sms,test
Yavnt tried yet and never played original either,0,en,sms,uci,,uci_sms,train
"Hiya, had a good day? Have you spoken to since the weekend?",0,en,sms,uci,,uci_sms,train
See? I thought it all through,0,en,sms,uci,,uci_sms,train
I'm at work. Please call,0,en,sms,uci,,uci_sms,train
get ready to moan and scream :),0,en,sms,uci,,uci_sms,train
Oh k :)why you got job then whats up?,0,en,sms,uci,,uci_sms,train
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0,en,sms,uci,,uci_sms,train
And popping &lt;#&gt; ibuprofens was no help.,0,en,sms,uci,,uci_sms,test
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,en,sms,uci,,uci_sms,train
Ok.,0,en,sms,uci,,uci_sms,test
PS U no ur a grown up now right?,0,en,sms,uci,,uci_sms,train
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,en,sms,uci,,uci_sms,train
I know a few people I can hit up and fuck to the yes,0,en,sms,uci,,uci_sms,train
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,en,sms,uci,,uci_sms,test
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0,en,sms,uci,,uci_sms,train
Oh god. I'm gonna Google nearby cliffs now.,0,en,sms,uci,,uci_sms,train
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,en,sms,uci,,uci_sms,train
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,0,en,sms,uci,,uci_sms,train
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,en,sms,uci,,uci_sms,train
Thankyou so much for the call. I appreciate your care.,0,en,sms,uci,,uci_sms,train
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,en,sms,uci,,uci_sms,train
I called but no one pick up e phone. I ask both of them already they said ok.,0,en,sms,uci,,uci_sms,train
Hi my email address has changed now it is ,0,en,sms,uci,,uci_sms,train
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,en,sms,uci,,uci_sms,train
"Not much, just some textin'. How bout you?",0,en,sms,uci,,uci_sms,train
Bring it if you got it,0,en,sms,uci,,uci_sms,train
I'm in a movie. Call me 4 wat?,0,en,sms,uci,,uci_sms,test
Not sure I have the stomach for it ...,0,en,sms,uci,,uci_sms,test
Haha... can... But i'm having dinner with my cousin...,0,en,sms,uci,,uci_sms,train
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,en,sms,uci,,uci_sms,train
"(And my man carlos is definitely coming by mu tonight, no excuses)",0,en,sms,uci,,uci_sms,test
soon you will have the real thing princess! Do i make you wet? :),0,en,sms,uci,,uci_sms,train
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,en,sms,uci,,uci_sms,train
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0,en,sms,uci,,uci_sms,test
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,en,sms,uci,,uci_sms,test
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0,en,sms,uci,,uci_sms,train
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,en,sms,uci,,uci_sms,train
"Hmm well, night night ",0,en,sms,uci,,uci_sms,train
Just wanted to say holy shit you guys weren't kidding about this bud,0,en,sms,uci,,uci_sms,train
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0,en,sms,uci,,uci_sms,train
"This is one of the days you have a billion classes, right?",0,en,sms,uci,,uci_sms,train
"Goodmorning, today i am late for 2hrs. Because of back pain.",0,en,sms,uci,,uci_sms,train
Ok then i'll let him noe later n ask him call u tmr...,0,en,sms,uci,,uci_sms,train
Prabha..i'm soryda..realy..frm heart i'm sory,0,en,sms,uci,,uci_sms,train
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0,en,sms,uci,,uci_sms,train
* Will have two more cartons off u and is very pleased with shelves,0,en,sms,uci,,uci_sms,train
Nice talking to you! please dont forget my pix :) i want to see all of you...,0,en,sms,uci,,uci_sms,train
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,en,sms,uci,,uci_sms,train
But really quite funny lor wat... Then u shd haf run shorter distance wat...,0,en,sms,uci,,uci_sms,test
I notice you like looking in the shit mirror youre turning into a right freak,0,en,sms,uci,,uci_sms,test
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0,en,sms,uci,,uci_sms,test
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",1,en,sms,uci,,uci_sms,test
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",0,en,sms,uci,,uci_sms,train
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,en,sms,uci,,uci_sms,train
If you have belive me. Come to my home.,0,en,sms,uci,,uci_sms,test
Oh k.k..where did you take test?,0,en,sms,uci,,uci_sms,train
Those were my exact intentions,0,en,sms,uci,,uci_sms,test
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0,en,sms,uci,,uci_sms,train
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",0,en,sms,uci,,uci_sms,train
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,en,sms,uci,,uci_sms,train
Nothing just getting msgs by dis name wit different no's..,0,en,sms,uci,,uci_sms,train
Good Morning plz call me sir,0,en,sms,uci,,uci_sms,train
What's your room number again? Wanna make sure I'm knocking on the right door,0,en,sms,uci,,uci_sms,train
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",0,en,sms,uci,,uci_sms,train
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,0,en,sms,uci,,uci_sms,train
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",0,en,sms,uci,,uci_sms,train
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,en,sms,uci,,uci_sms,train
Every day i use to sleep after  &lt;#&gt;  so only.,0,en,sms,uci,,uci_sms,test
K I'll call you when I'm close,0,en,sms,uci,,uci_sms,train
U buy newspapers already?,0,en,sms,uci,,uci_sms,train
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0,en,sms,uci,,uci_sms,train
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,en,sms,uci,,uci_sms,train
No management puzzeles.,0,en,sms,uci,,uci_sms,train
How did you find out in a way that didn't include all of these details,0,en,sms,uci,,uci_sms,train
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,en,sms,uci,,uci_sms,test
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,1,en,sms,uci,,uci_sms,train
will you like to be spoiled? :),0,en,sms,uci,,uci_sms,train
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",1,en,sms,uci,,uci_sms,test
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0,en,sms,uci,,uci_sms,test
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,en,sms,uci,,uci_sms,train
Den wat will e schedule b lk on sun?,0,en,sms,uci,,uci_sms,train
Lol enjoy role playing much?,0,en,sms,uci,,uci_sms,test
Ok. Me watching tv too.,0,en,sms,uci,,uci_sms,train
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0,en,sms,uci,,uci_sms,test
"Just checked out, heading out to drop off my stuff now",0,en,sms,uci,,uci_sms,train
Here got lots of hair dresser fr china.,0,en,sms,uci,,uci_sms,test
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,en,sms,uci,,uci_sms,train
Ill call you evening ill some ideas.,0,en,sms,uci,,uci_sms,train
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,en,sms,uci,,uci_sms,train
Did you show him and wot did he say or could u not c him 4 dust?,0,en,sms,uci,,uci_sms,train
It should take about  &lt;#&gt;  min,0,en,sms,uci,,uci_sms,train
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,en,sms,uci,,uci_sms,train
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,en,sms,uci,,uci_sms,train
I cant pick the phone right now. Pls send a message,0,en,sms,uci,,uci_sms,train
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,en,sms,uci,,uci_sms,train
Finish liao... U?,0,en,sms,uci,,uci_sms,train
88066 FROM 88066 LOST 3POUND HELP,1,en,sms,uci,,uci_sms,train
Haha i think i did too,0,en,sms,uci,,uci_sms,train
U know we watchin at lido?,0,en,sms,uci,,uci_sms,train
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,en,sms,uci,,uci_sms,test
"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,en,sms,uci,,uci_sms,train
Cold. Dont be sad dear,0,en,sms,uci,,uci_sms,train
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,en,sms,uci,,uci_sms,test
Is that on the telly? No its Brdget Jones!,0,en,sms,uci,,uci_sms,train
Love you aathi..love u lot..,0,en,sms,uci,,uci_sms,train
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0,en,sms,uci,,uci_sms,train
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,en,sms,uci,,uci_sms,train
"Sorry, I'll call later in meeting",0,en,sms,uci,,uci_sms,train
R ü comin back for dinner?,0,en,sms,uci,,uci_sms,train
"I hav almost reached. Call, i m unable to connect u.",0,en,sms,uci,,uci_sms,train
Whom you waited for yesterday,0,en,sms,uci,,uci_sms,test
I reach home safe n sound liao...,0,en,sms,uci,,uci_sms,train
"Velly good, yes please!",0,en,sms,uci,,uci_sms,test
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,en,sms,uci,,uci_sms,test
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0,en,sms,uci,,uci_sms,test
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0,en,sms,uci,,uci_sms,train
Dont you have message offer,0,en,sms,uci,,uci_sms,train
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,en,sms,uci,,uci_sms,train
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0,en,sms,uci,,uci_sms,train
Remind me how to get there and I shall do so,0,en,sms,uci,,uci_sms,test
:-( that's not v romantic!,0,en,sms,uci,,uci_sms,test
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0,en,sms,uci,,uci_sms,test
You have 1 new message. Please call 08718738034.,1,en,sms,uci,,uci_sms,test
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,en,sms,uci,,uci_sms,test
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1,en,sms,uci,,uci_sms,train
Draw va?i dont think so:),0,en,sms,uci,,uci_sms,train
Dont pick up d call when something important is There to tell. Hrishi,0,en,sms,uci,,uci_sms,train
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,en,sms,uci,,uci_sms,train
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,0,en,sms,uci,,uci_sms,train
"&lt;#&gt; , that's all? Guess that's easy enough",0,en,sms,uci,,uci_sms,train
We can make a baby in yo tho,0,en,sms,uci,,uci_sms,test
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,en,sms,uci,,uci_sms,test
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,en,sms,uci,,uci_sms,train
Still in the area of the restaurant. Ill try to come back soon,0,en,sms,uci,,uci_sms,train
"Aight that'll work, thanks",0,en,sms,uci,,uci_sms,train
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,en,sms,uci,,uci_sms,train
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,1,en,sms,uci,,uci_sms,test
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0,en,sms,uci,,uci_sms,test
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1,en,sms,uci,,uci_sms,train
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",1,en,sms,uci,,uci_sms,train
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1,en,sms,uci,,uci_sms,train
So what do you guys do.,0,en,sms,uci,,uci_sms,train
Also that chat was awesome but don't make it regular unless you can see her in person,0,en,sms,uci,,uci_sms,train
That's significant but dont worry.,0,en,sms,uci,,uci_sms,train
That's cause your old. I live to be high.,0,en,sms,uci,,uci_sms,train
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0,en,sms,uci,,uci_sms,train
On the way to office da..,0,en,sms,uci,,uci_sms,train
In which place do you want da.,0,en,sms,uci,,uci_sms,train
This pain couldn't have come at a worse time.,0,en,sms,uci,,uci_sms,train
Ok...,0,en,sms,uci,,uci_sms,train
Should I be stalking u?,0,en,sms,uci,,uci_sms,test
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0,en,sms,uci,,uci_sms,train
